Trial_625_x,Trial_625_y,Trial_625_x.1,Trial_625_y.1,Trial_850_x,Trial_850_y,Trial_1371_x,Trial_1371_y,Trial_1482_x,Trial_1482_y,Trial_1605_x,Trial_1605_y,Trial_2161_x,Trial_2161_y,Trial_1178_x,Trial_1178_y,Trial_1217_x,Trial_1217_y,Trial_1664_x,Trial_1664_y,Trial_733_x,Trial_733_y,Trial_1215_x,Trial_1215_y,Trial_1399_x,Trial_1399_y
,,,,,,45.46666667,455.9642857,45.36666667,467.25,,,45.56666667,801.9318182,,,,,45.96666667,272.3235294,,,,,44.8,848.0357143
,,,,,,44.96666667,167.0357143,46.23333333,486.75,,,44.73333333,815.0681818,,,,,45.13333333,267.6764706,,,,,45.63333333,919.9642857
,,,,,,,,47.03333333,466.25,,,47.23333333,793.9318182,,,,,47.63333333,271.3235294,,,,,,
,,,,,,,,47.86666667,481.75,,,46.4,811.0681818,,,,,46.8,266.6764706,,,,,,
,,,,,,,,48.7,465.25,,,48.9,786.9318182,,,,,49.26666667,270.3235294,,,,,,
,,,,,,,,49.43333333,435.75,,,48.06666667,811.0681818,,,,,48.46666667,267.6764706,,,,,,
,,,,,,,,,,,,50.56666667,781.9318182,,,,,50.93333333,269.3235294,,,,,,
,,,,,,,,,,,,49.76666667,825.0681818,,,,,50.1,264.6764706,,,,,,
,,,,,,,,,,,,52.23333333,774.9318182,,,,,52.6,269.3235294,,,,,,
,,,,,,,,,,,,51.43333333,808.0681818,,,,,51.76666667,262.6764706,,,,,,
,,,,,,,,,,,,53.9,766.9318182,,,,,54.26666667,268.3235294,,,,,,
,,,,,,,,,,,,53.06666667,801.0681818,,,,,53.43333333,261.6764706,,,,,,
,,,,,,,,,,,,55.56666667,757.9318182,,,,,54.66666667,16.32352941,,,,,,
,,,,,,,,,,,,54.76666667,804.0681818,,,,,55.06666667,258.6764706,,,,,,
,,,,,,,,,,,,57.23333333,754.9318182,,,,,,,,,,,,
,,,,,,,,,,,,56.43333333,800.0681818,,,,,,,,,,,,
,,,,,,,,,,,,58.93333333,752.9318182,,,,,,,,,,,,
,,,,,,,,,,,,58.1,800.0681818,,,,,,,,,,,,
,,,,,,,,,,,,60.6,744.9318182,,,,,,,,,,,,
,,,,,,,,,,,,59.76666667,800.0681818,,,,,,,,,,,,
,,,,,,,,,,,,62.26666667,731.9318182,,,,,,,,,,,,
,,,,,,,,,,,,61.43333333,798.0681818,,,,,,,,,,,,
,,,,,,,,,,,,63.93333333,731.9318182,,,,,,,,,,,,
,,,,,,,,,,,,63.13333333,800.0681818,,,,,,,,,,,,
,,,,,,,,,,,,65.63333333,715.9318182,,,,,,,,,,,,
,,,,,,,,,,,,64.8,798.0681818,,,,,,,,,,,,
,,,,,,,,,,,,67.26666667,712.9318182,,,,,,,,,,,,
,,,,,,,,,,,,66.43333333,798.0681818,,,,,,,,,,,,
,,,,,,,,,,,,68.93333333,705.9318182,,,,,,,,,,,,
,,,,,,,,,,,,68.1,798.0681818,,,,,,,,,,,,
,,,,,,,,,,,,70.6,699.9318182,,,,,,,,,,,,
,,,,,,,,,,,,69.8,798.0681818,,,,,,,,,,,,
,,,,,,,,,,,,72.06666667,486.9318182,,,,,,,,,,,,
,,,,,,,,,,,,71.46666667,799.0681818,,,,,,,,,,,,
